Run_ID,Method,Mean_IoU,Dice_Score,LocAcc_030,LocAcc_050,HD95_px,ASSD_px,Bending_Energy,Pointing_Acc
8,Baseline 1 : Grad-CAM (Raw BBox),0.22828418451640115,0.32508484743340765,0.35365853658536583,0.12195121951219512,297.31683140665314,160.57473013780054,0.8499999999999996,0.5
8,Baseline 2 : Grad-CAM++ (Raw BBox),0.21804258578693705,0.31565906610308897,0.34146341463414637,0.12195121951219512,304.83730197985057,161.44857723277786,0.8499999999999996,0.48
8,Baseline 3 : Grad-CAM++ (Convex Hull),0.21804258578693705,0.31565906610308897,0.34146341463414637,0.12195121951219512,288.4202769021909,155.91437009459463,0.12,0.48
8,PROPOSED   : Grad-CAM++ + B-Spline Active Contour,0.21576088803304155,0.31347050117144026,0.35365853658536583,0.10975609756097561,287.78441696883186,154.150665662247,0.15131266666411824,0.48
9,Baseline 1 : Grad-CAM (Raw BBox),0.2475416107819139,0.3500111035520449,0.39759036144578314,0.14457831325301204,267.2154802859973,145.23125694064416,0.8499999999999996,0.58
9,Baseline 2 : Grad-CAM++ (Raw BBox),0.2477157980386766,0.35691873483940356,0.42168674698795183,0.12048192771084337,264.53246062554257,136.5313943381349,0.8499999999999996,0.58
9,Baseline 3 : Grad-CAM++ (Convex Hull),0.2477157980386766,0.35691873483940356,0.42168674698795183,0.12048192771084337,254.17619960595272,138.53765746448425,0.12,0.58
9,PROPOSED   : Grad-CAM++ + B-Spline Active Contour,0.23579479005136167,0.3401553919118145,0.3493975903614458,0.13253012048192772,259.3582941382232,135.56020707959166,0.14330193959957066,0.58
10,Baseline 1 : Grad-CAM (Raw BBox),0.2346567148606204,0.3487410543767919,0.29333333333333333,0.08,262.37011493881903,132.11086438240028,0.8499999999999999,0.5
10,Baseline 2 : Grad-CAM++ (Raw BBox),0.23497237032047696,0.35229261131898554,0.28,0.08,278.9057426559641,135.56995494962027,0.8499999999999999,0.5
10,Baseline 3 : Grad-CAM++ (Convex Hull),0.23497237032047696,0.35229261131898554,0.28,0.08,274.3232167265142,139.71938167701435,0.11999999999999998,0.5
10,PROPOSED   : Grad-CAM++ + B-Spline Active Contour,0.22127733137335967,0.33151618198698335,0.30666666666666664,0.08,276.6090258204172,131.10072444418537,0.14082059455433574,0.5
